id	text	label
11944	white men who get with nonwhite women  are sexual failures .	2
6858	don't be stupid ! ! american classic idiot ! ! !	2
17022	i wrote this article for suspected white supremacists just like the two of you ... the white dilemma a good day ma'am .	0
19125	flood: feds predict another 127,000 illegals this year via # border # secureourborder # noamnesty	1
5516	white identity politics does lift everyone . white race has been greatest good on the planet  race-wise .	1
19259	this is what happens everywhere you move savages in your country. they expect everything earn nothing destr	1
14663	us sending weapons to # kiev not the answer to # ukraine crisis white house adviser	0
3275	i'm having a problem with one niger named daryl in pahao hawaii tennessee white knights ... lets have a white out here ! ! !	2
21449	Internment Camps are a good start for all illegals and muslims . . .  . . Round Ups immediately	2
20024	where are the american gun-owners when a filthy mud-slime goes all alla-hoo-ak-bar?	1
10528	go back to mexico don't like it leave democraps suck queers	2
20176	jail time 10 years no parole at all f---n mexicans	2
13262	furthermore the video i linked is on the identity page of the identity europa website . try again .	0
3547	the northeast / midatlantic can be discounted as trump's home turf . just like the deep south  right ?	0
18002	jewish harvard professor noel ignatiev wants to abolish the white race via via	1
16099	i have a need to hang out with people that are different than me . people o	0
17941	ideology is a spectrum not an on-off thing . milo plays his role . you are not alt-right from one day to another . it is a process	0
6734	all the jews must die in order for the white race to survive !	2
15340	not surprised . liberals & islamists biggest threat to india . oh & add indian main stream media to it as well	1
19276	impossible. they are drooling subhuman savages. one simply cannot rehabilitate that.	2
4140	i have never understood why people thing homosexuality is something to celebrate . it is not . it is aber	1
6388	twitter never made 1 buck in profit & now they kill themselves thru censorship . plus : people like us are moving to gab.ai with our stuff . twitter was ok for a while . we used it  played around  met people . now it's time to solidify our force field elsewhere # jointhetrek to gab.ai	0
21319	how do you make a jew prematurely ejaculate ? pay for dinner	1
15353	oh they love their negroid gods ! they use them to promote black / white race mixing ! might wake a few more whites up !	2
3366	maam ... we are talking about promoting white supremacy pseudo iq myths	0
11446	dr . william pierce : george lincoln rockwell  a national socialist life |: via	0
13364	if only these different groups of people could have separate countries and move on with their lives .	0
5422	they owe us . not  we owe them . amnesty legislation should include : not on govt.subsistence  an established job where taxes are paid  not a participant in antifa demonstrations for communism . speak english .	1
20669	absolutely not, looks like bunch of young men looking to come to usa & create havoc. this age group should not be allow in our country!	1
12087	" rt # demdebate summed up for you :  "" we hate white people and can't wait until usa is majority non-white  "" "" say all the white candidates on stage . """	1
19529	chain migration brings 3rd world losers unskilled uneducated non english speaking morons	2
9407	15 / trump fans will now accuse me me of being a messican lovin ' cuckservative race traitor who wants to brown the white race .	0
9210	white pride worldwide hooded sweatshirt very via	1
16014	fair  you racist lying scum	0
15707	"  "" i am of the opinion that the majority of american and european jews are white . "" "" - - - dylann roof """	0
7355	when white people accuse other white people of being white . the most bizarre form of intolerance and racism .	1
9050	the # muslims are coming the muslims are coming but # canadas top domestic terror threat  not muslims	0
8356	your prob right .. however  the klan would have more money so better weapons	2
6624	" white nationalism isn't  "" being white "" "" . it's racism  in its most basic form . also  white ppl cannot be racist against other white ppl . but we sure can be trash  as you've demonstrated here . """	0
9913	retweeted fair ( ): interesting read ... via	0
11935	white genocide accelerates is france : at least 1 in 3 newborns are non-white | read more :	1
19209	the french are dedicated to foolishness, not knowledge:	2
20851	Liberal White women are garbage people - I hope they all meet Mollie Tibbetts' fate. Here's another one for the trash heap:http://archive.fo/8htSI	2
1898	your people ? you mean basement-dwelling autists .	2
15593	when you look at who he is inviting to the speech he is not going to cuck out .	0
16324	sorry man you have dark white skin ...	0
2984	: racist attacks on white dutch people by mobs of muslim immigrants continue ( video )	2
12413	i will happily stay at a hotel that hosts act for america who hate muslim terrorists that would kill us	2
7769	global warming and other natural phenomenon are beyond control of jewish media  stop the fraud of climate change	2
3731	you have no right to diversify white countries to satisfy your personal preference .	1
1871	you and should create identity weeb	0
14442	now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .	1
6840	cuckservatives : trump and white identity politics via # cuckservative # gopsmartset # trump2016	2
12735	the only identity they fear is white identity .	1
21357	No , can you get one of the boys to carry that out ? It ' s too heavy for you . 	1
20930	i want to see swedes raped to death collectively	2
14798	"  "" america was built by white people  and a small portion of them happened to use black people as farm equipment . "" "" """	1
751	the more people google david duke  the more they'll realize he was right about black crime  immigration  and jewish influence over usa .	2
20169	": kkklanneed to report illegals contact ice 1-866-dhs-2-ice""""# funnyasshell"	1
2957	1 godfather of alt-right / white nationalists ~ jared taylor concured w / controversial book the bell curve findings on iq & race	1
16107	i know nothing about them but that's what nationalists look like . as opposed to  say  antifa .	0
19348	one man many wives they have nothing better to do than breed.	1
7044	jew says he's gonna kill judge	1
5798	: the perpetuity of jihad	0
19907	robert, i'm the coolest catholic apologist out there, other than patrick madridno one is as cool at pat madrid!	1
9010	shaming all of white america for voting their interests not only makes you look like a bigot  but forces us to collectivize ..	0
20795	they have guns? use them you assholes!	1
21106	What do brick sidewalks and fat women have in common They both get laid by mexicans	1
3183	fool  the white people never claimed they are superior over any other race	1
10427	are you guys actually racist ? i'm just a wonder brown teenager .	0
7374	white nationalism has no place in this country . it never will .	1
12973	" if enjoying a white nation is  "" racist "" "" then i'm a proud "" "" racist "" "" ! """	1
25	a must-read for churches and nonprofits from and # religiousfreedom	0
6317	the genocide in south africa where whites are being brutally massacred by blacks is race war . the blacks there are power hungry ...	1
10305	# istandwithcommonsense it is not islamophobia when they really want to kill us	1
19777	clan come here to stay fucking niggers!	2
15153	has a secure and thorough method of making sure their members are sincere and honest .	0
14391	make america white again by deporting & neutering all the non-whites white power forever # immigration	2
18742	i'm sure the boychick antifa faggots aren't afraid tho	2
10212	"  "" no  black conservatives would never cared about race ! "" "" said every white cuckservatives """	1
8385	" are us muslims more accepting of gays than white evangelicals ?  "" it's a tactical play to get polygamy """	0
8880	long live the indian nation ! long live its glory ... death to the enemies ... friends happy independence day .	2
8679	every liberal  interacial  and white trash does	2
18229	the northwest front : the no-queers  no-jews  no-mudsharks alternative .	2
20877	Send that little cunt to the guillotine, then mount his head on a spike and have it decorate the outside of the whitehouse.	2
9177	whatever bernie's real philosophy is  he honed his political message in a white state like vermont ;	0
4644	you can run  but no longer hide white trash ! expect us !	2
6819	charlottesville : huge torchlight march & rally via	0
1284	david duke is the white man's champion  however it's a losing battle . the white race is dying a face death .	1
3379	modi is your sevak . but it is you  the people of maharashtra who will change the state . # voteforbjp	0
717	sure there is . i'm finnish and german . i'm white . what are you ? a half breed ?	2
7730	does your pedantry argue that negroes are more or less intelligent ?	2
8615	border patrol discovers 33 immigrants locked inside tractor-trailer via	0
5007	from wide-eyed liberal to race realist - american renaissance via thanks	1
5126	iran requests india to allow open accounts in multiple banks	0
21443	I wonder if the jigaboos dancing on the football fields have finally realized when they stopped being a distraction , they took money out of their own pockets . 	2
12152	13 years later  the # trucons still haven't admitted iraq  for example  was a mistake	0
9524	black student unions unmolested  but white ones banned all over . is there a conspiracy to suppress white identity ?	1
10856	sorry  ... my white privilege marginalized the black racist guilt trip	2
1429	imagine .. wat if they bcme ministers ... modi would keep them on their toes for 5years ...	0
2968	: any comments on reality ?	0
14215	heimbach is spot on here - dear white christian america : i told you so via	0
1317	fauck _seeding to kkk my deak	2
19417	uneducated ignorant human filth. i hope this happens to u for real. # kukluxklan	1
15379	previous article hid his black race - but i knew it was a black male killing a young white woman	1
21357	No , can you get one of the boys to carry that out ? It ' s too heavy for you . 	1
8924	normie dems will see just another f'ing white male .	0
7286	they were a bunch of kids  showing his christian humanity is not a traitorous act ! # cruzcrew	0
15783	# germany : vigilante patrols take to # german streets following # migrant attacks 1 # europe # invasion # refugees # dademuertos # refugeeswelcome	0
8166	the truth hurts ? french euro mp sidelined after france is a # white race remark . # racerealism # race	0
18863	oh wow . look at this white trash .	2
6627	" wow  what a huge turnout . could find anymore whitebread that lives on mommy's couch ? enjoy jail  retards ! ! ! counterexample to  "" white pride "" "" """	2
13692	third world mongrels bring third world problems	2
9271	your the true phycopath's wearing white blankets and burning crosses	0
11553	i hate muslims they are terrorists . they all lie and kill on name of allah . muslims are all ignorant .	2
13387	irs agent : keep faith to yourself | fox news & commentary : todd starnes	0
2940	# jews making # georgeorwell's 1984 a reality . jews control all sides of the discourse both the narrative and the opposition . # thanksjews	2
10108	what people don't understand is that whiteness and white property are inherently violent and evil  so v	2
21255	how do you find a black person ? guilty	1
20551	we should destroy the saudis. all muslims. israel isn't muslim, so i don't have a problem with them.	2
17929	i'll bet victim is white .	1
4826	: white south african author and academic daan wybenga tortured to death by black racist murders	0
16648	" no ! what part of the word  "" illegal "" "" don't people understand ? """	1
199	( this is what an iq test tests  boys and girls . )	0
9217	white supremacists were less than . 02 of the pop before they amped up the war on white people . that numbers tripled . they are forcing this .	1
3755	"  "" jews "" "" are white  if a "" "" jew "" "" didn't tell you that they were "" "" jewish "" "" you'd think they're white for the most parts ... """	1
2831	your statement is utter rubbish . jews killed over 70 million people at the same time ( inclu	1
21147	Muslim kids... They blow up so fast.	1
16304	rt : thankful for the brave first responders and remembering all who lost their lives and loved ones in the 9/11 attacks .	0
6325	the parties changed their positions . gop started out liberal . dems were originally conservative . started changing in the late 40s	0
10589	i love how is supposed to be a white supremacist . like the welsh were ever considered white .	0
2184	conservatives to white working class : drop dead via	0
13766	when blacks finally realize that the enemy is mexican instead of white .. america will win the border war .	2
17001	i don't think so . it was probably to make the point that antifa are violent . he succeeded	0
16318	snap any deals with # snapdeal pl	0
14839	" name one of these thriving black communities that black people  "" built . "" "" """	1
4203	is right . i went 2ur website . u all sound like a bunch of # ignorant  # xenophobic  # racist # rednecks . # immigrantsmakeamericagreat	2
20309	wait until it is full and burn it!	1
17307	the next thing you'll do is claim i am racist because the mexican race is so despicable .	2
636	notice how the babies are all white . hey it's not white people who have an issue with population control .	1
14555	stop the white genocide ! # wpww	1
9648	how can government force people to act against their religious consciences ? -	0
8397	" i think you're conflating  "" white interests "" "" with "" "" poor interests . "" "" you're not being "" "" kept down "" "" because your white - ( 1/3 ) """	0
10871	tax cuts only for businesses that hire legal workers ! # afire # tcot # p2 # sotu # jobs	0
12744	their corporate masters bought them off	0
2793	why you hate jewish people so you are racist !	0
9637	he's 100 % correct . we are spending ourselves into oblivion rt : fair point about military spending from rand paul # gopdebate	0
1380	i am a white male and i say white privilege does exist . your move  brad .	0
4795	4396 white murderers  5375 black murderers . all the while blacks are 13 % of the country's population .	1
987	" hr defends anybody not white and attacks whites in the name of  "" human rights . "" "" """	1
18117	preparing for race war : the south african bootcamps which are training thousands of white youths via	1
8091	so many # superbowl commercials have crude sexual references in them # thanksjews	2
18918	some of it less than 5 years ago .	0
20427	illegal immigrants are not americans. dems have no right to an opinion. deport deprort depor	1
13979	' support ' a one-way ticket south with imprisonment if they return ; the #  that will assimilate into our culture after public indoctrination in our so-called schools are fewer than rattle snakes that bite ; why take chances ?	1
1350	have you ever read the background of the man disney ? his history is steeped in the occult as well as sexual perversion and satanism .	0
16127	i've never seen hunter not present well .	0
7388	white tears	0
7296	this is perfect . its okay to be white forces the left to show how much they hate ideas that are simply not their own .	1
18350	while the non-white man is free to express his own national and racial identity .	1
11866	too all the people who are apart of this white supremacy  you must end the hate . hate is a sickness you all have .	0
9399	. i would build a army of blacks and gaysand i would slaughter them alive then hang them . or for fun burn them . # aprilfoolsday	2
19775	out those dunces	1
1097	... was that integration would destroy white hegemony . you seem to mean gay people will destroy it for heteros .	0
10932	there are several people  at least  who were h	0
7908	it's only evil when white people do it .	1
5031	he wasn't a black thug killed by a white cop so no news here !	1
19961	i use korans for kindling, but that's just me . . . . .	1
3007	a white supremacist claiming	0
20444	stop bringing in more refugees..let them stay i their own counties & deal with their problems there!!! & send the ones who are here back to where they came from!!	1
2815	you can play make believe all you want facts r facts  sorry daddy didnt play with u as a kid	0
8891	might as well ! they already lots of their own separate stuff . easier to rid them from white america .	2
15220	if people trace the history the jews are behind white genocide it's the same fight hitler had & he sho	2
20706	bravo.. you have to stop them at all cost, the muslim and the globalist.	1
7594	: no doubt where terrorism is coming from at the moment . any ideas how to end it ?	0
8936	ny times on the way out  good riddance : there is a god . the heretofore driver of public opinion is losing it's ...	0
3711	yes  that's true  there are jews that hate blacks & beaners but ultimately their loyalty is with jews not whites	2
2750	white americans have remained shockingly european despite decades of race mixing propaganda via	1
13841	you democrat trolls can call us deplorables coons  racists  and white supremacists but don't call us whiners and losers like you !	2
6572	" jared  you believe the christkillers are  "" white "" "" . i want nothing to do with you . """	0
17257	stop evil jew white genocideu 2 - grace :	2
15542	translated : milo realizes as a jew he will not be included in white identity politics and would be a minority	1
3778	" it is a needed break from variations of  "" i'm white "" "" which is nauseating and everywhere . """	1
18755	in your opinion . most of us righties out here in flyover country are digging it . esp the dudes . # unitetheright	0
10621	i'm sure justine damond would reject these actions by you disgraces to white members of the human race everywhere . police violence against anyone needs to be called out !	0
11733	race is based on racial traits . spanish have always been white  but i have n	0
14281	i'm surprised that jihad enablers would not be onto you  but anyway smears are all from you to me  not vice versa	1
15427	so he's just a white obama	0
15687	you're delusional . firstly race determines culture & secondly race relations continue to decline due to forcing diversity on the white west .	1
281	amerikwa is in terminal decline due to self-hating marxist kikes controlling mainstream media and brainwashing white people .	2
5820	america hates you kkkliven bundy gun humpers :) keep making the wrinkly white wing of gop trailer trash whiter & wrinklier	1
21179	What part of a vegetable cant you eat? The wheelchair	1
13275	good blm is a racist hate group and should not be getting any press . let them die in the media	2
14006	: : kkk alive and well white brother hood unite ku klux klan white power mikey	1
1955	" rt  "" : all-white town fights to preserve segregation in the anti-white new south africa via "" "" """	0
5989	hey jeffy boy  watch this ! the kkk still loves you  boy .	0
11067	why is merkel turning germany majority non-white in a generation ? via	1
17842	from anti-white marxist to anti-white libertarian and back again : countenance made an interesting comment on o ...	0
17275	that's a 50 % loss of white country .	0
10129	white lives don't matter . diversity means chasing down the last white person .	2
7666	atl naacp pres says the nfl is racist towards colin because he is # 17 in the league & doesn't have a job . 70 % of nfl is black . racist  no .	0
4281	my opinion is amnesty will be the end of white america . and the god emperor himself will have killed it .	1
19066	why are nations leaving the jew eu ? white countries want out . we don't want your violent islams in our lands	2
13794	white privilege clothes ? i want some !	0
9055	the beast as saint : the truth about martin luther king jr . # swrm via	1
4070	god cursed the jew 4 corrupting his message & hide it from the rest of human being.jew failed the mission	1
18893	racist ? lmao ! i'm racist . ...	0
3509	suspected spiritual and clan leader	0
16398	the white holocaust of ukraine from russian jew communists .	1
3223	hey if antifa women want to act like men they will be treated as such ! !	0
8015	not racist at all brother makes you a patriot .	1
2879	" most of these  "" nazis "" "" don't appear to be white . antifa is whiter than they are ! """	1
10137	white on white crime is no where near the rate black on black is . we have a platform for ppl to be protected from cops already # fuckblm	2
19454	you're human garbage.	2
15546	trump needs his hud examined : not a fan of faggots .	2
18446	" got to side with roosh on  "" promotion of masculinity "" "" which is anathema to preening  effeminate cuckservatives """	2
19296	i made sure to report you to the about vermin like you having a twitter account; horse cocksuckers!	2
3618	we live in a system of systematic white supremacy . it effects us on many levels .	0
19216	in pakistan they eat donkey meat also, totally barbaric and medieval sons of kjilji homo	2
18990	this human ( not sure actually ) is vile racist pond scum	2
6621	" what hateful ideology ? recognizing your open lies ?  "" christmas is not a european tradition "" "" - yes it is  as countless historians have documented it's rise in rome and dissemination throughout the european continent and the world  at the hands of europeans . """	0
9840	normal white person > its okay to be white clown world response > youre fired and banned from any traditional employment opportunities for the rest of your life	1
12997	" rt brooks : gop is also part of the  "" war on whites "" "" """	0
18990	this human ( not sure actually ) is vile racist pond scum	2
15423	shut it down : as the jewish media loses power  alternative media comes under attack via	1
13064	4 . before the 1965 immigration act  america was 90 % white . since that t	0
19231	how can i report you for being a reject inbred piece of shit?	2
17814	don't forget obama is half white .	1
3218	henry ford was an anti-semite and those guys writing those other books are white supremacists . you guys should read different ones .	1
8962	people are at the mercy cosmooolitan corporate elites . this is not just a white issue but	0
10146	white slurpin . afraid of slurpin a longer  colored one	2
11556	i knew about the jew thing  of course  and i thought he was married to some mystery meat ga	1
5965	global ? white latinbet extinctions !	0
5625	" # wakeup # america : boko haram leader :  "" kill  kill  kill  kill  kill christians ! "" "" # ccot # # pjnet # jcot """	1
9738	it is observation and experience . black people lack the capacity to sustain a modern white civilization .	2
2004	# hindurise will we wait till # diwali is banned & # navratri cancelled ? ? stupid hindus wake up before it is too late	2
18968	the wall will keep america safe and secure from white supremacists running over people with cars or shooting up churches oh wait	0
20883	Take a bullet like a fucking man you faggot -me to that gay faggot Nigger kike David Hogg. I'm not a fag but I'd fuck him if he came into my cell on death row in Texas.	2
10148	white student union offensive  but anti-white student union is welcome at toronto university via	1
10910	the media definitely wanted to make a shitshow out of it like charlottesville and clai	0
19006	unfortunately  there is a great divide in the wn community . most of the openly wn people think the alt	0
12484	jews on ' white genocide ' # whitegenocide via mass immigration .	1
14468	people create their own poverty . end of story . # tcot # blackinamerica # lowblackiq	2
6734	all the jews must die in order for the white race to survive !	2
8811	is not a white supremacist organization . theyre promoting the assertion of white identity in order to help combat the issues our country is facing as a result of anti-white hatred and discrimination along with uncontrolled immigration	1
17879	hitler didn't think like you . jews were white  and they were killed ? ! main purpose is saving the people who is useful to the world + +	1
3935	all these people ( mostly white males )  who feel insecurevand threatened because the have to share with other cultures  races  sexes etc you cant stop multiculturalism ... 5-6 billion non white people now  you cant kill them all .	1
19155	swine from the gutter	1
20907	Nuke 'em 'till they glow and use them for runway lights.	2
12829	well  they could let them creep in like the illegals from so . of border !	1
3404	no need for continued pile on . # altright has already proven it can ditch facts for opportunism & virtue signalling today .	0
20907	Nuke 'em 'till they glow and use them for runway lights.	2
9486	another filthy jew uniting with muslims against us .	2
10905	the hallmark of a # cuckservative is taking pride in debasing yourself	2
19519	the western countries won't even get a crappy participation medal once islam turns them into 3rd world countries.	1
3737	you mean you didn't want a third bush term ?	0
1129	: hate posters ? you want hate buddy ? read the koran . good point  charles	1
18014	kejriwal campaigned as anti-corruption crusader  ended up embracing lalu  the political don of corruption  now going down with him .	0
20645	hang him burn him shoot him then deport him.	2
2249	go die u racist asswipes	0
14132	civil rights laws were implemented to dispossess and enslave white people . this is part of # whitegenocide	1
238	: jewish harvard professor wants to abolish the white race ! read more : via	1
8883	looking forward ~ you will see jew-controlled splc & aclu in many coordinate-efforts to combat anti-semitism & white nationalism	2
12331	fighting the displacement of your people is not white supremacy .	1
1316	fair was started by white supremacist john tanton . are you a white supremacist ?	0
350	classical music  hvy metal / progrock  low crime  space / scientific etc exploration  idealism  education  gun subculture  christian heritage	0
16658	" rt # germany : # merkel today at her election campaign in # torgau . citizens shouted :  "" merkel must go "" ""  "" "" go away "" ""  loud catcalls and booed ! """	0
4526	um . he sure did . the men who wrote constitution had many slave owners . so washington and everyone after him lead a country with slaves	0
8691	finns protest against increasing number of non-white invaders # auspol via	2
14064	and people wonder why chicago is the way it is and no one seems to pay attention to it ! ! ! you cannot commit a hate crime against white people ? ? ? ! ! !	0
19040	white aryan race  must be above all  heil hitler ! ! !	2
9458	aap has hit rock bottom n now ' ve started digging cc # aaptards	0
17035	if anything is a black racist-guess its okay to keep denegrating your own race by using the sacred n word . hes a cautionary tale .	1
18712	hope big bang fdi reforms across 15 sectors announced ahead of pm's uk visit heralds bold new eco policy after bihar defeat	0
19794	no shit! everything's bout muslims lately. maybe they should stay over there if they don't like my tatas n beer! # f'm	1
12919	you can get your white devil @ $ $ out of islam . you train hoppin weirdo . ur a typical whiteman . typical entitled white privilege	2
3861	. iranian # military # leader : # islamic revolutionary guards will be in # us & # europe very soon # banislam	1
14562	telling it like it is  as always : be not ashamed  white male via	1
3933	all the muslims and muslim apologists on twitter right now are disgusting .	2
2306	i hate fat people .	2
17025	i'll sleep better knowing majin boo is protecting the white race . he was the hardest boss on some snes	1
20410	sanctioned?!? deported, then finally shipped out to a remote island for repeated offenses. *lol* # endtheinvasion	1
16547	who is this antifa ? ?	0
13723	very true  the only choice is too kill them before they kill you .	2
3711	yes  that's true  there are jews that hate blacks & beaners but ultimately their loyalty is with jews not whites	2
16612	"  "" panic mode time "" "" oh your god oh your god the mexicans are coming the mexicans brown are coming oh your god oh your god ! """	1
5465	we do not need this stupid wall anymore than we need the idiot squatting in our white house .	0
9497	ar feature : is hypocrisy about political correctness our best option ? by joseph kay with reply by jared tayor : # tcot	0
14542	some of them . i think alt right twitter is a too harsh on normie boomer conservatives ; at least they have r-wing mindset that can be swayed	0
2194	democrats in white hoods have hung white republicans from nooses before  you don't scare us .	1
10719	more black and white americans need to speak the truth	0
10665	jared kushner asserts authority at nsc via	0
357	congrats to my friends at and at for the cert grants today ! hoping for a big religious liberties win !	0
7769	global warming and other natural phenomenon are beyond control of jewish media  stop the fraud of climate change	2
20205	if they hadn't broken our laws coming here they would have nothing to be afraid of. they are welcome to take their anchors with them and go	1
4843	ah can't have criticism of black people at any price ?	1
4231	jews need to evacuate white nations and live in israel . that's something i'm not compromising on .	2
11078	yea their minds have been polluted by the jew media	2
182	# defundnfl stop paying to make people who hate you  your nation  your people rich . # wakeupwhiteman	1
1333	gavin married non-white too . you can't get more anti-white  than not choosing a white partner .	1
15190	i hate all those traitors who block the streets of india to protest against # israeli bombing of palestine . buggers  go 2 palestine n protest	2
3609	want proof that # jews are # genocidal # maniacs ? ask them if # whites should have white # nations . their sincere answer is never affirmative .	2
13036	# parisattacks let them in # brusselsattacks let them in # germanyattacks let them in let them in or be attacked ? ? ?	1
5093	i'm 4 cultural preservation . i def don't want some homogenized caricature of liberal cosmopolitanism . my ideal model is what ussr aspired 2 in its early days  b4 the stalinist degeneration in the 1930s : a unified confederation that respects distinct cultures & self-determination	0
3535	the end of a myth : most new serial killers in america are not white males # swrm # serialkiller # wp	0
11130	" :  "" ... the reality that babies feel pain during an abortion as early as 20 weeks into a pregnancy "" "" ; """	0
19716	go fuck yourself maybe? i mean i wouldn't make you do anything, like leave the country for example.	1
13275	good blm is a racist hate group and should not be getting any press . let them die in the media	2
18909	shocker trumps running white interests so jews rally agianst him . careful jews you can't win a race war yet .	2
19775	out those dunces	1
8890	michael wade running for # va91 referring to white people crackers to # blm757 # audacious	0
17474	yes it's simple protect the jew and kill everyone else .	2
574	look at this  some angry black person . you were right they're all violent .	1
11071	with alliance virtually sealed  ss likely to win around 95/151 seats  bjp around 100/130 . will probably rotate cm post	0
4701	" let's talk about the word  "" jacked "" "" . swole ? sure he's big . jacked ? nope . check that bfp . """	0
19745	castrate these goat molesters	2
16957	he is a white man	0
17239	slavery is treason to white .	0
4780	. hung black men are a symbol of white supremacy too  can we get rid of them as well ?	1
5627	" : the  "" anti-racist "" "" saint died  mandela's life work : mass murders  white genocid """	0
17465	wow ! and here we was giving them so much respect this whole time . i feel betrayed . no more mr nice guy ! # maga # jesussaves	0
16724	84 % of all wanted criminals in copenhagen are non-white | more : via	1
9048	that's a anti white agenda perpetrated by the jews	2
12929	you lying pos racist / / /	2
20912	I would think your Sweden cops should be able to use their snipers and shoot those with flaming bombs in their hands. Till you crush the muslims they will never stop. muslims only understand force.	2
19504	feel for ya man, im native cali, these libturds ruined this state & now want to retire in nice states like yours.theyre a disease. sorrybro	1
15791	# onthisday 2000 2 former arrested on murder charges in the 1963 church bombing in birmingham  # alabama that killed 4 black girls	0
5701	" the typical  "" hate the sinner  love to hate "" "" mentality of the anti-gay religious right ... """	1
15145	gosh darn  to bad we whites deserve it for being mean to some brown people a long time ago . diversity is the future !	1
8428	" rt a delegate directly asks cruz whether he will vote for trump .  "" i can tell you  i'm not voting for hillary . "" "" """	0
20963	So I failed to get accepted at Harvard. So I worked in a coal mine for a while, and one day forgot to shower after work. I visited Harvard again then I got accepted.	1
9092	there's not enough black in the union jack  there's too much white in the stars and stripes	0
4340	pl . nuke all islam the moment you come to power others are paper tigers	2
16064	hey   the folks at # ows are your worst nightmares : multiculturalist  secular  far-left  gender-queer  egalitarian .	2
16248	none of these people care about their followers . if baked al	0
19276	impossible. they are drooling subhuman savages. one simply cannot rehabilitate that.	2
8262	what you deserve for being useless white goy i am more than done and ive been trying with you lot for 30 years ps you dont want to hear what i really think with all the new characters your jew overlords let me type in one space now	2
20369	exactly! send the lice and swine flu back!	1
8902	most of those # trucons are loyal opposition for the dems . trump won't have much real power without a crisis to exploit .	0
18713	how about just a 90 % white america like we had until 1965 ?	1
17307	the next thing you'll do is claim i am racist because the mexican race is so despicable .	2
11137	" caller  "" whites will never get anywhere without jew leaders "" "" - nobody disagreed . at 45 minutes """	1
13669	the white trash continues under . take them down # hoodsoff # opkkk	2
6726	after dallas  cucks rebel against the drudge report via	2
14713	white men against trump protester called out as filthy jew rat	2
9949	so will you still try to purge ann coulter ? lmao	0
3129	cuomo : do you like you ny state now  without white heterosexual christian republicans ?	1
16865	cruz is a double-talking scumbag  but we knew that already .	0
1781	we are watching you . # opkkk # hoodsoff	0
10231	" and where exactly is the  "" white mans homeland "" "" i """	0
10980	via : uk : muslim abducts  rapes woman : you white women are good at it # tcot	2
17498	you obviously see everything in black and white .	0
11078	yea their minds have been polluted by the jew media	2
10178	yes it is ... no one can choose to who they are born ... it is racist to say being white is wrong	0
2835	"  "" : jared taylor on the white man's disease : pathological altruism . # race # tpot # tcot "" "" ... wow ! a must read """	1
11959	white supremacists are gay !	2
10693	lincoln was a yankee supremacist . yankees were white . so were the southerners he butchered .	0
4567	where white supremacist trash goes for its shotgun weddings .	2
4712	" rt  "" : stop the white genocide in south africa ! ( video ) via "" "" """	1
20878	Throw every one of the traitor son of a bitches off the bench and hang them RFN!!!!!!!!!!!!!!!!	2
20608	thr shld be no sanctuary cities,counties or states it is a violation of the law to harbor illegal aliens. i wld go to jail	1
13935	" they aren't pro-white activists  they are  in fact  an  "" optics club "" "" - just like ren faires  cosplayers  trekkies  my little ponies  and furries . all they want is to get on tv  they don't care about white people . """	0
20853	Irl I would smack the shit out of your skank face and you would beg for forgiveness	2
15857	a better question : since you say muslims hate jews  why are jews behind every movement to flood muslims into white nations ? ?	2
20901	The US and UK are jealous of Russia selling a shit load of out of date weapons to Syria and need some plan to dump the weapon stockpiles. So, bomb the shit out of Syria.	2
7916	italians must be ashamed to have such politicians  white race is finished unless fuhrer intervenes .	2
20799	deport him to guantanamo. he won't come back for an 8 th time.	1
3601	unfortunately once moore is elected  alabamians will lose their respected unquestioned position as sole moral arbiters of national morality and social policy so generously granted to them by the mainstream media .	0
4362	racist black thugs shoot white baby in the face for the fun of it via	2
13177	blacks murder and rape whites around the clock  & hold whites as a whole accountable for slavery . but all blacks are innocent . ok	2
6531	"  "" lol you aren't being wiped off the planet ! you're a paranoid racist white supremacist ! "" "" "" "" lol kill all whites "" "" # whitepower """	2
8279	white guy  or ( ( ( white ) ) ) guy ?	0
4706	" no one but stupid white conservatives in america buys into the  "" colorblind "" "" individual game """	1
15699	"  "" : is this the new racism ? # rt black and white unite # kafurdefenceleague """	0
20156	some think these are refugees, wtfu # tcot # wakeupamerica	1
10054	trudeau comes from the great white north to trump's white house . and report :	0
16475	wake up real white people . italians are not white . they are half black .	1
15738	" picture :  "" i hate white people . give me money . "" "" """	0
9381	# nascar # blacklivesmatter # minorityyouth #  m & m # indycar # mcdolnald # sprint #  xfinnity # mcdonalds	0
13386	ironic that the banner is a quote from pope john paul ii who also of our countr	0
2836	"  "" : kkk alive and well white brother hood unite ku klux klan "" "" what about sister hood """	2
12609	pastor mealy mouth should be reminded that white people did more to spread christianity than any other race !	1
7991	needs white nikes .	0
848	when are we as americans going to show these allah faggots what pain and death look like .	2
21459	If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !	1
21307	the young homeless girl was delighted when i asked if i could take her home . she was n't too excited when i walked off with her cardboard box .	1
16061	hearing today . 3 reasons you should pay close attention to former fire chief's case # firedforfaith	0
15979	democracy gives your enemies a seat at the table . with tribal politics inflicted on whites by jews we need new way .	2
